tSNE1,tSNE2,data,predicted
-39.506638,-10.179181,ASAP-seq,Naive CD4+ T
-8.74936,-69.147285,ASAP-seq,Naive CD8+ T
-40.904575,2.4146183,ASAP-seq,Naive CD4+ T
-45.7988,9.123228,ASAP-seq,Naive CD4+ T
-46.231853,-13.353661,ASAP-seq,Naive CD4+ T
-28.455872,-26.40966,ASAP-seq,Naive CD4+ T
-51.845875,-0.8333986,ASAP-seq,Naive CD4+ T
3.8052673,-0.78201866,ASAP-seq,Monocytes
-10.410557,39.641403,ASAP-seq,Effector CD4+ T
-42.417664,-3.687291,ASAP-seq,Naive CD4+ T
4.94795,-13.3840065,ASAP-seq,Monocytes
-3.5028646,-49.33193,ASAP-seq,Naive CD8+ T
-24.183126,-22.522861,ASAP-seq,Naive CD4+ T
-28.449877,-28.05333,ASAP-seq,Naive CD4+ T
5.902907,56.558052,ASAP-seq,Effector CD4+ T
5.967983,8.27713,ASAP-seq,Monocytes
15.3288765,56.233944,ASAP-seq,Effector CD4+ T
8.873628,50.65704,ASAP-seq,Effector CD4+ T
26.287416,-35.59308,ASAP-seq,B
-2.1923862,48.948727,ASAP-seq,Effector CD4+ T
-42.719826,-13.705083,ASAP-seq,Naive CD4+ T
-44.625954,-9.197516,ASAP-seq,Naive CD4+ T
49.618534,1.7901973,ASAP-seq,NK
0.7056401,45.699284,ASAP-seq,Effector CD4+ T
8.418125,50.390526,ASAP-seq,Effector CD4+ T
11.756977,11.372449,ASAP-seq,Monocytes
-36.170578,-8.304745,ASAP-seq,Naive CD4+ T
-45.487526,-10.750053,ASAP-seq,Naive CD4+ T
4.4519496,57.699627,ASAP-seq,Effector CD4+ T
48.485,-15.868777,ASAP-seq,NK
-39.34177,4.498294,ASAP-seq,Naive CD4+ T
-41.142807,-8.213298,ASAP-seq,Naive CD4+ T
-52.228893,-21.118868,ASAP-seq,Naive CD4+ T
-20.542608,-16.571474,ASAP-seq,Naive CD4+ T
-22.30139,49.01193,ASAP-seq,Effector CD4+ T
15.42141,-30.987022,ASAP-seq,B
-37.035866,-14.45273,ASAP-seq,Naive CD4+ T
2.4843102,-51.375874,ASAP-seq,Naive CD8+ T
-4.2245307,56.60948,ASAP-seq,Effector CD4+ T
51.802757,-17.423111,ASAP-seq,NK
6.1731653,52.614212,ASAP-seq,Effector CD4+ T
-33.41984,-25.4776,ASAP-seq,Naive CD4+ T
16.157907,31.293854,ASAP-seq,Effector CD4+ T
-2.303864,-56.092896,ASAP-seq,Naive CD8+ T
-47.18393,-14.681825,ASAP-seq,Naive CD4+ T
55.05652,35.751453,ASAP-seq,Effector CD8+ T
51.158886,-10.931441,ASAP-seq,NK
65.112724,-9.8441105,ASAP-seq,NK
50.760468,-6.8758683,ASAP-seq,NK
4.094298,-7.748199,ASAP-seq,Monocytes
35.06813,24.566265,ASAP-seq,Effector CD8+ T
-36.548595,-12.884476,ASAP-seq,Naive CD4+ T
29.129997,-32.66451,ASAP-seq,B
-57.212837,21.783882,ASAP-seq,Naive CD4+ T
-57.24368,20.625237,ASAP-seq,Naive CD4+ T
2.1862044,55.33297,ASAP-seq,Effector CD4+ T
-55.290268,14.208146,ASAP-seq,Naive CD4+ T
14.070843,0.44001752,ASAP-seq,Monocytes
-40.066772,-16.02245,ASAP-seq,Naive CD4+ T
-58.61399,-7.408935,ASAP-seq,Naive CD4+ T
26.584354,-49.225212,ASAP-seq,B
-39.90175,-7.990207,ASAP-seq,Naive CD4+ T
64.22308,7.126819,ASAP-seq,NK
-57.480118,23.123447,ASAP-seq,Naive CD4+ T
26.453228,-42.912884,ASAP-seq,B
-50.83313,0.020418366,ASAP-seq,Naive CD4+ T
49.187565,36.72714,ASAP-seq,Effector CD8+ T
-39.816063,-7.6367054,ASAP-seq,Naive CD4+ T
10.902427,55.984486,ASAP-seq,Effector CD4+ T
63.652893,-7.9133773,ASAP-seq,NK
-6.0592766,-54.82892,ASAP-seq,Naive CD8+ T
-3.0289228,-56.914463,ASAP-seq,Naive CD8+ T
-29.28079,-10.583879,ASAP-seq,Naive CD4+ T
63.130226,-4.983854,ASAP-seq,NK
54.819786,-18.248566,ASAP-seq,NK
34.640118,12.318829,ASAP-seq,Effector CD8+ T
-52.46141,23.388636,ASAP-seq,Naive CD4+ T
-15.1006975,51.14081,ASAP-seq,Effector CD4+ T
-1.4172741,45.78563,ASAP-seq,Effector CD4+ T
54.50623,38.0074,ASAP-seq,Effector CD8+ T
4.9372926,59.983326,ASAP-seq,Effector CD4+ T
62.569267,7.5486965,ASAP-seq,NK
47.00038,34.729664,ASAP-seq,Effector CD8+ T
-29.393656,-9.82552,ASAP-seq,Naive CD4+ T
49.85102,-21.002605,ASAP-seq,NK
52.713497,30.236525,ASAP-seq,Effector CD8+ T
-36.10296,0.59888,ASAP-seq,Naive CD4+ T
5.728146,2.099498,ASAP-seq,Monocytes
-36.595116,-6.6564193,ASAP-seq,Naive CD4+ T
-38.192898,-9.175902,ASAP-seq,Naive CD4+ T
-45.312138,-12.058448,ASAP-seq,Naive CD4+ T
9.063239,2.5283945,ASAP-seq,Monocytes
-45.97725,-15.945081,ASAP-seq,Naive CD4+ T
-46.818264,-2.2600687,ASAP-seq,Naive CD4+ T
1.3693806,57.701195,ASAP-seq,Effector CD4+ T
-49.9179,1.8592415,ASAP-seq,Naive CD4+ T
-40.256557,-4.4211926,ASAP-seq,Naive CD4+ T
65.0057,-9.79804,ASAP-seq,NK
67.39862,-5.7473583,ASAP-seq,NK
33.82263,25.84109,ASAP-seq,Effector CD8+ T
-51.669754,-16.868162,ASAP-seq,Naive CD4+ T
-32.203354,-14.095394,ASAP-seq,Naive CD4+ T
6.0616665,59.48248,ASAP-seq,Effector CD4+ T
-7.822963,-67.69612,ASAP-seq,Naive CD8+ T
-48.438103,-1.2852223,ASAP-seq,Naive CD4+ T
48.37278,36.623318,ASAP-seq,Effector CD8+ T
15.970925,55.964176,ASAP-seq,Effector CD4+ T
7.4668756,57.19602,ASAP-seq,Effector CD4+ T
46.895416,36.368355,ASAP-seq,Effector CD8+ T
-10.0285635,50.6742,ASAP-seq,Effector CD4+ T
-39.890125,-10.035475,ASAP-seq,Naive CD4+ T
-54.180508,1.5685344,ASAP-seq,Naive CD4+ T
67.1589,-10.93254,ASAP-seq,NK
-44.702072,2.1328192,ASAP-seq,Naive CD4+ T
-35.462467,-19.068386,ASAP-seq,Naive CD4+ T
-17.953888,47.296253,ASAP-seq,Effector CD4+ T
22.071056,-38.17788,ASAP-seq,B
-29.705507,-6.905327,ASAP-seq,Naive CD4+ T
51.311283,-17.301239,ASAP-seq,NK
0.49680042,44.541344,ASAP-seq,Effector CD4+ T
60.84798,-2.4606602,ASAP-seq,NK
31.30196,27.246881,ASAP-seq,Effector CD8+ T
51.314934,-12.513294,ASAP-seq,NK
5.158478,52.938007,ASAP-seq,Effector CD4+ T
-21.501148,1.7136968,ASAP-seq,Naive CD4+ T
-46.356335,-14.732351,ASAP-seq,Naive CD4+ T
-1.3628896,-42.485653,ASAP-seq,Naive CD8+ T
0.039178964,44.841187,ASAP-seq,Effector CD4+ T
13.924381,52.392982,ASAP-seq,Effector CD4+ T
8.799725,56.736416,ASAP-seq,Effector CD4+ T
-48.715363,-20.141773,ASAP-seq,Naive CD4+ T
-15.2824955,55.49806,ASAP-seq,Effector CD4+ T
46.82882,35.45694,ASAP-seq,Effector CD8+ T
-27.254404,-25.156042,ASAP-seq,Naive CD4+ T
13.381264,57.39357,ASAP-seq,Effector CD4+ T
7.929197,-8.101889,ASAP-seq,Monocytes
-7.8923655,35.920113,ASAP-seq,Effector CD4+ T
-19.230923,-70.1838,ASAP-seq,Naive CD8+ T
-40.821815,-0.6207735,ASAP-seq,Naive CD4+ T
3.5971394,44.170933,ASAP-seq,Effector CD4+ T
7.0630503,-8.24728,ASAP-seq,Monocytes
-4.374471,39.19234,ASAP-seq,Effector CD4+ T
59.55282,-14.145738,ASAP-seq,NK
-26.162563,-16.724838,ASAP-seq,Naive CD4+ T
-4.7331533,48.10024,ASAP-seq,Effector CD4+ T
-36.313705,-8.673386,ASAP-seq,Naive CD4+ T
55.496513,34.15257,ASAP-seq,Effector CD8+ T
3.1607113,2.6290421,ASAP-seq,Monocytes
-19.340492,-70.04546,ASAP-seq,Naive CD8+ T
-13.583801,42.26848,ASAP-seq,Effector CD4+ T
-0.75894815,42.641083,ASAP-seq,Effector CD4+ T
9.2346115,12.511354,ASAP-seq,Monocytes
-0.9191925,-42.973328,ASAP-seq,Naive CD8+ T
59.12284,-27.865746,ASAP-seq,NK
45.149254,31.637775,ASAP-seq,Effector CD8+ T
0.50306153,-55.175304,ASAP-seq,Naive CD8+ T
50.508556,35.651062,ASAP-seq,Effector CD8+ T
-3.343324,-42.36414,ASAP-seq,Naive CD8+ T
-36.3658,-4.1798778,ASAP-seq,Naive CD4+ T
66.20051,-9.0596485,ASAP-seq,NK
53.11473,-11.842588,ASAP-seq,NK
-35.78925,-20.21199,ASAP-seq,Naive CD4+ T
4.4408073,3.8789468,ASAP-seq,Monocytes
-4.7140536,57.220875,ASAP-seq,Effector CD4+ T
0.9115088,45.39441,ASAP-seq,Effector CD4+ T
55.271378,37.733162,ASAP-seq,Effector CD8+ T
-3.1446545,-44.796425,ASAP-seq,Naive CD8+ T
-39.756542,-16.297384,ASAP-seq,Naive CD4+ T
-56.14671,-1.2569562,ASAP-seq,Naive CD4+ T
8.391979,60.62931,ASAP-seq,Effector CD4+ T
-49.67323,-21.087458,ASAP-seq,Naive CD4+ T
57.7023,34.232677,ASAP-seq,Effector CD8+ T
4.248814,60.356606,ASAP-seq,Effector CD4+ T
53.3603,-15.83374,ASAP-seq,NK
-4.4931707,56.29816,ASAP-seq,Effector CD4+ T
8.695099,52.535473,ASAP-seq,Effector CD4+ T
-37.352478,-0.7760124,ASAP-seq,Naive CD4+ T
8.652464,59.145737,ASAP-seq,Effector CD4+ T
34.21896,11.630377,ASAP-seq,Effector CD8+ T
-38.62107,0.6026858,ASAP-seq,Naive CD4+ T
67.793175,-5.1060014,ASAP-seq,NK
60.533943,-19.132788,ASAP-seq,NK
57.08308,-10.134317,ASAP-seq,NK
4.1992764,-5.33137,ASAP-seq,Monocytes
-0.9693731,-46.021294,ASAP-seq,Naive CD8+ T
-25.88209,-19.390615,ASAP-seq,Naive CD4+ T
57.081894,36.271713,ASAP-seq,Effector CD8+ T
53.00394,36.772568,ASAP-seq,Effector CD8+ T
50.96286,45.721695,ASAP-seq,Effector CD8+ T
-49.509014,-1.6714438,ASAP-seq,Naive CD4+ T
-0.7790491,-45.01405,ASAP-seq,Naive CD8+ T
50.7616,0.17891061,ASAP-seq,NK
-40.86964,-21.223377,ASAP-seq,Naive CD4+ T
-1.9956958,57.639553,ASAP-seq,Effector CD4+ T
-35.89457,-21.10389,ASAP-seq,Naive CD4+ T
50.506947,34.999363,ASAP-seq,Effector CD8+ T
-39.596798,-14.875342,ASAP-seq,Naive CD4+ T
15.300733,6.4401956,ASAP-seq,Monocytes
2.535819,55.49039,ASAP-seq,Effector CD4+ T
50.992687,36.47358,ASAP-seq,Effector CD8+ T
-12.183738,51.30131,ASAP-seq,Effector CD4+ T
4.413088,45.294548,ASAP-seq,Effector CD4+ T
-38.127518,-3.354982,ASAP-seq,Naive CD4+ T
55.979954,-19.556269,ASAP-seq,NK
-1.8735696,-45.950253,ASAP-seq,Naive CD8+ T
2.1716936,55.398922,ASAP-seq,Effector CD4+ T
22.009073,-37.66759,ASAP-seq,B
9.999092,51.729965,ASAP-seq,Effector CD4+ T
-10.144978,-70.28746,ASAP-seq,Naive CD8+ T
20.238762,-4.030447,ASAP-seq,Monocytes
8.593042,1.0388552,ASAP-seq,Monocytes
-3.3425477,35.43315,ASAP-seq,Effector CD4+ T
-13.025035,56.16343,ASAP-seq,Effector CD4+ T
-59.42051,12.324325,ASAP-seq,Naive CD4+ T
52.992035,36.086544,ASAP-seq,Effector CD8+ T
47.827816,-16.855232,ASAP-seq,NK
-55.276707,22.826303,ASAP-seq,Naive CD4+ T
3.2813425,-51.53348,ASAP-seq,Naive CD8+ T
6.7485094,53.389412,ASAP-seq,Effector CD4+ T
-12.236001,57.44291,ASAP-seq,Effector CD4+ T
47.70757,37.779564,ASAP-seq,Effector CD8+ T
-38.66215,-25.423485,ASAP-seq,Naive CD4+ T
-51.098667,-12.253399,ASAP-seq,Naive CD4+ T
51.0479,-6.653141,ASAP-seq,NK
19.33525,-32.471367,ASAP-seq,B
52.04742,46.95847,ASAP-seq,Effector CD8+ T
-45.17487,10.493897,ASAP-seq,Naive CD4+ T
-20.001358,51.763233,ASAP-seq,Effector CD4+ T
4.4636965,55.9832,ASAP-seq,Effector CD4+ T
-57.053608,7.5117545,ASAP-seq,Naive CD4+ T
49.15508,36.567715,ASAP-seq,Effector CD8+ T
-39.534637,-21.790281,ASAP-seq,Naive CD4+ T
7.764097,59.172543,ASAP-seq,Effector CD4+ T
-49.578205,-21.13268,ASAP-seq,Naive CD4+ T
24.406448,-33.9464,ASAP-seq,B
-2.9328144,-53.43721,ASAP-seq,Naive CD8+ T
51.067516,30.624016,ASAP-seq,Effector CD8+ T
9.256301,-4.5096216,ASAP-seq,Monocytes
-46.49132,-15.083485,ASAP-seq,Naive CD4+ T
6.5972114,59.081154,ASAP-seq,Effector CD4+ T
13.223117,50.371548,ASAP-seq,Effector CD4+ T
-38.898632,-0.5272044,ASAP-seq,Naive CD4+ T
55.21462,-16.76089,ASAP-seq,NK
49.87619,36.675243,ASAP-seq,Effector CD8+ T
-37.117584,-16.490118,ASAP-seq,Naive CD4+ T
53.79214,38.25014,ASAP-seq,Effector CD8+ T
51.41172,-7.108216,ASAP-seq,NK
52.42847,-18.526701,ASAP-seq,NK
4.6858788,1.5623283,ASAP-seq,Monocytes
-38.277203,-6.4557734,ASAP-seq,Naive CD4+ T
-25.422884,-17.264833,ASAP-seq,Naive CD4+ T
4.3542657,62.056496,ASAP-seq,Effector CD4+ T
-51.043427,3.7412417,ASAP-seq,Naive CD4+ T
-46.227757,-6.3622065,ASAP-seq,Naive CD4+ T
3.764005,49.560387,ASAP-seq,Effector CD4+ T
8.082369,0.324279,ASAP-seq,Monocytes
2.106154,56.62681,ASAP-seq,Effector CD4+ T
-56.730747,-19.061909,ASAP-seq,Naive CD4+ T
-6.102921,58.495544,ASAP-seq,Effector CD4+ T
-56.76606,24.046047,ASAP-seq,Naive CD4+ T
-39.323727,-13.5505495,ASAP-seq,Naive CD4+ T
0.32604748,46.149895,ASAP-seq,Effector CD4+ T
50.85141,-2.8844774,ASAP-seq,NK
51.18486,-9.911566,ASAP-seq,NK
1.1386045,-8.499782,ASAP-seq,Monocytes
-2.8820927,55.612762,ASAP-seq,Effector CD4+ T
54.698055,-15.354215,ASAP-seq,NK
8.24418,56.67532,ASAP-seq,Effector CD4+ T
-7.4125104,50.138634,ASAP-seq,Effector CD4+ T
9.977025,5.0903897,ASAP-seq,Monocytes
62.911633,-22.52893,ASAP-seq,NK
-2.7583928,-41.38756,ASAP-seq,Naive CD8+ T
-27.147676,-1.1738702,ASAP-seq,Naive CD4+ T
7.8626604,-5.3605566,ASAP-seq,Monocytes
-3.7809489,53.20313,ASAP-seq,Effector CD4+ T
19.148413,7.782055,ASAP-seq,Monocytes
5.536507,-7.1423717,ASAP-seq,Monocytes
0.66646785,44.418823,ASAP-seq,Effector CD4+ T
-2.8795695,46.400967,ASAP-seq,Effector CD4+ T
-0.023398498,-41.900967,ASAP-seq,Naive CD8+ T
50.553547,-8.193165,ASAP-seq,NK
-32.46587,-21.649267,ASAP-seq,Naive CD4+ T
66.881355,-3.1206815,ASAP-seq,NK
5.566105,52.486427,ASAP-seq,Effector CD4+ T
1.2227764,46.673824,ASAP-seq,Effector CD4+ T
10.352533,58.9233,ASAP-seq,Effector CD4+ T
8.701491,54.834824,ASAP-seq,Effector CD4+ T
31.084755,26.682762,ASAP-seq,Effector CD8+ T
10.740567,57.05861,ASAP-seq,Effector CD4+ T
-1.0178971,49.569283,ASAP-seq,Effector CD4+ T
24.394651,-39.68717,ASAP-seq,B
-5.3681083,2.067622,ASAP-seq,Monocytes
-7.5899715,-47.614883,ASAP-seq,Naive CD8+ T
-54.758003,11.95973,ASAP-seq,Naive CD4+ T
45.201374,31.187508,ASAP-seq,Effector CD8+ T
-37.352806,-19.236696,ASAP-seq,Naive CD4+ T
-50.357056,2.5491946,ASAP-seq,Naive CD4+ T
7.247023,-3.048663,ASAP-seq,Monocytes
57.585445,33.641304,ASAP-seq,Effector CD8+ T
-55.00823,-5.8569345,ASAP-seq,Naive CD4+ T
26.764633,-49.436863,ASAP-seq,B
24.894709,-35.355392,ASAP-seq,B
-8.230956,35.678116,ASAP-seq,Effector CD4+ T
4.155615,53.172478,ASAP-seq,Effector CD4+ T
50.220562,35.278606,ASAP-seq,Effector CD8+ T
-55.027763,-19.590082,ASAP-seq,Naive CD4+ T
-37.788357,-9.440699,ASAP-seq,Naive CD4+ T
-32.23049,-14.69756,ASAP-seq,Naive CD4+ T
-48.288975,-4.4270735,ASAP-seq,Naive CD4+ T
0.12504533,64.49521,ASAP-seq,Effector CD4+ T
11.276794,60.29317,ASAP-seq,Effector CD4+ T
18.785517,1.8574034,ASAP-seq,Monocytes
-1.160147,57.747223,ASAP-seq,Effector CD4+ T
-44.575428,-2.1887944,ASAP-seq,Naive CD4+ T
-2.543253,-47.0934,ASAP-seq,Naive CD8+ T
1.3409868,51.836403,ASAP-seq,Effector CD4+ T
-9.412489,58.224316,ASAP-seq,Effector CD4+ T
50.794758,-11.060135,ASAP-seq,NK
-26.21942,-14.76924,ASAP-seq,Naive CD4+ T
14.513505,-0.28706035,ASAP-seq,Monocytes
-8.454538,56.486214,ASAP-seq,Effector CD4+ T
2.0091045,56.88408,ASAP-seq,Effector CD4+ T
-55.05483,-20.052063,ASAP-seq,Naive CD4+ T
0.9636278,42.063034,ASAP-seq,Effector CD4+ T
-29.6076,-26.236177,ASAP-seq,Naive CD4+ T
17.79882,3.6443331,ASAP-seq,Monocytes
53.566593,-20.320082,ASAP-seq,NK
43.700855,28.586296,ASAP-seq,Effector CD8+ T
-57.350372,7.8027177,ASAP-seq,Naive CD4+ T
51.370327,-12.593683,ASAP-seq,NK
-18.61038,-65.45298,ASAP-seq,Naive CD8+ T
-14.759974,47.579876,ASAP-seq,Effector CD4+ T
49.249126,-9.9512,ASAP-seq,NK
-38.374817,-13.703197,ASAP-seq,Naive CD4+ T
54.2129,32.790123,ASAP-seq,Effector CD8+ T
66.910194,-3.599358,ASAP-seq,NK
44.404377,26.13965,ASAP-seq,Effector CD8+ T
-8.10323,58.38683,ASAP-seq,Effector CD4+ T
56.10869,-11.11357,ASAP-seq,NK
-1.0104363,-64.78225,ASAP-seq,Naive CD8+ T
23.850573,-32.903137,ASAP-seq,B
-43.198338,-14.276983,ASAP-seq,Naive CD4+ T
48.21533,36.410442,ASAP-seq,Effector CD8+ T
54.740543,37.839886,ASAP-seq,Effector CD8+ T
-32.57834,-19.315088,ASAP-seq,Naive CD4+ T
-43.888832,-15.973487,ASAP-seq,Naive CD4+ T
-31.522856,-11.976319,ASAP-seq,Naive CD4+ T
-38.495575,-10.098321,ASAP-seq,Naive CD4+ T
-55.225952,-0.94585663,ASAP-seq,Naive CD4+ T
24.688694,-34.23946,ASAP-seq,B
55.388958,-14.337534,ASAP-seq,NK
38.730335,27.694798,ASAP-seq,Effector CD8+ T
52.799335,-17.40648,ASAP-seq,NK
-43.04324,1.0621239,ASAP-seq,Naive CD4+ T
-53.23865,18.57519,ASAP-seq,Naive CD4+ T
1.984132,56.022823,ASAP-seq,Effector CD4+ T
47.61485,-17.181135,ASAP-seq,NK
-3.4674523,52.852493,ASAP-seq,Effector CD4+ T
-42.188465,3.3654475,ASAP-seq,Naive CD4+ T
-6.0189605,-54.24303,ASAP-seq,Naive CD8+ T
-38.981438,-6.950993,ASAP-seq,Naive CD4+ T
6.104042,61.26537,ASAP-seq,Effector CD4+ T
5.518149,53.349487,ASAP-seq,Effector CD4+ T
-40.762554,-6.5708847,ASAP-seq,Naive CD4+ T
55.146385,-10.895076,ASAP-seq,NK
-33.1297,-21.276014,ASAP-seq,Naive CD4+ T
54.643578,39.2087,ASAP-seq,Effector CD8+ T
-33.161846,-21.096012,ASAP-seq,Naive CD4+ T
53.14297,-16.713974,ASAP-seq,NK
-43.58745,-0.8770101,ASAP-seq,Naive CD4+ T
-56.030964,-6.169988,ASAP-seq,Naive CD4+ T
-27.009745,-25.643244,ASAP-seq,Naive CD4+ T
47.220688,-21.772411,ASAP-seq,NK
-8.885853,-68.758484,ASAP-seq,Naive CD8+ T
8.630021,50.305626,ASAP-seq,Effector CD4+ T
28.795023,27.055885,ASAP-seq,Effector CD8+ T
-4.7976284,53.693527,ASAP-seq,Effector CD4+ T
42.473366,34.133915,ASAP-seq,Effector CD8+ T
-32.435722,-10.555836,ASAP-seq,Naive CD4+ T
6.344983,59.064964,ASAP-seq,Effector CD4+ T
51.20545,-12.000814,ASAP-seq,NK
62.67966,0.5722532,ASAP-seq,NK
-36.12438,3.4583082,ASAP-seq,Naive CD4+ T
-60.459057,15.260796,ASAP-seq,Naive CD4+ T
63.163876,-1.0434481,ASAP-seq,NK
-12.051873,-62.49019,ASAP-seq,Naive CD8+ T
-35.952145,-4.1817846,ASAP-seq,Naive CD4+ T
-41.35083,-14.52226,ASAP-seq,Naive CD4+ T
-19.769533,52.10698,ASAP-seq,Effector CD4+ T
-31.916243,-12.492954,ASAP-seq,Naive CD4+ T
-0.27339935,-52.92347,ASAP-seq,Naive CD8+ T
64.29135,7.044732,ASAP-seq,NK
6.729812,58.3873,ASAP-seq,Effector CD4+ T
-4.9937663,-53.463554,ASAP-seq,Naive CD8+ T
33.61089,25.167372,ASAP-seq,Effector CD8+ T
12.4366,46.148125,ASAP-seq,Effector CD4+ T
0.3198884,-6.4490166,ASAP-seq,Monocytes
-52.70486,2.413527,ASAP-seq,Naive CD4+ T
56.72336,33.30047,ASAP-seq,Effector CD8+ T
-10.935357,52.202686,ASAP-seq,Effector CD4+ T
-39.709282,3.1834154,ASAP-seq,Naive CD4+ T
38.920925,30.496338,ASAP-seq,Effector CD8+ T
-11.605095,56.93911,ASAP-seq,Effector CD4+ T
50.11426,-2.227952,ASAP-seq,NK
51.108845,-7.6018524,ASAP-seq,NK
58.331326,-8.194066,ASAP-seq,NK
18.06551,8.025091,ASAP-seq,Monocytes
-9.078159,-52.497616,ASAP-seq,Naive CD8+ T
-34.955925,-4.3764606,ASAP-seq,Naive CD4+ T
50.764275,-10.861919,ASAP-seq,NK
-0.9436418,-3.4508574,ASAP-seq,Monocytes
-61.58748,-4.241315,ASAP-seq,Naive CD4+ T
-15.708717,49.325287,ASAP-seq,Effector CD4+ T
50.55155,29.5628,ASAP-seq,Effector CD8+ T
53.576157,-21.964464,ASAP-seq,NK
-3.4045625,-50.482014,ASAP-seq,Naive CD8+ T
5.4417644,55.336323,ASAP-seq,Effector CD4+ T
-39.254932,-13.322965,ASAP-seq,Naive CD4+ T
4.109567,53.354755,ASAP-seq,Effector CD4+ T
7.1279397,-0.9241116,ASAP-seq,Monocytes
-0.12620017,-55.79605,ASAP-seq,Naive CD8+ T
-40.915253,-1.9212384,ASAP-seq,Naive CD4+ T
44.20957,30.448828,ASAP-seq,Effector CD8+ T
-38.904064,-14.54525,ASAP-seq,Naive CD4+ T
41.284668,32.5772,ASAP-seq,Effector CD8+ T
52.40953,29.137604,ASAP-seq,Effector CD8+ T
26.005596,-36.727093,ASAP-seq,B
7.6080427,3.3507495,ASAP-seq,Monocytes
3.779819,56.098976,ASAP-seq,Effector CD4+ T
18.939352,3.5134945,ASAP-seq,Monocytes
-41.265217,5.84067,ASAP-seq,Naive CD4+ T
12.364714,4.2831473,ASAP-seq,Monocytes
-4.172585,-51.148453,ASAP-seq,Naive CD8+ T
1.47097,-5.311011,ASAP-seq,Monocytes
52.789623,-5.4988065,ASAP-seq,NK
8.101124,58.4415,ASAP-seq,Effector CD4+ T
53.392223,-17.343075,ASAP-seq,NK
-44.159733,-21.627632,ASAP-seq,Naive CD4+ T
4.4147706,59.007698,ASAP-seq,Effector CD4+ T
2.6265585,63.194412,ASAP-seq,Effector CD4+ T
5.7973437,59.471924,ASAP-seq,Effector CD4+ T
15.039838,4.991393,ASAP-seq,Monocytes
-51.564438,20.281181,ASAP-seq,Naive CD4+ T
-37.80263,-23.469116,ASAP-seq,Naive CD4+ T
51.445644,46.53342,ASAP-seq,Effector CD8+ T
-42.595734,2.4576547,ASAP-seq,Naive CD4+ T
9.902258,51.465103,ASAP-seq,Effector CD4+ T
-3.3799527,57.521626,ASAP-seq,Effector CD4+ T
-50.131115,-0.78853667,ASAP-seq,Naive CD4+ T
52.323368,-11.178767,ASAP-seq,NK
45.549416,34.288036,ASAP-seq,Effector CD8+ T
-35.551186,-7.4664416,ASAP-seq,Naive CD4+ T
-58.58774,-7.0719843,ASAP-seq,Naive CD4+ T
-29.724487,-8.082663,ASAP-seq,Naive CD4+ T
-35.264435,-19.561453,ASAP-seq,Naive CD4+ T
55.22036,38.00936,ASAP-seq,Effector CD8+ T
-2.9141006,-55.833103,ASAP-seq,Naive CD8+ T
-2.5156934,-54.178703,ASAP-seq,Naive CD8+ T
9.238366,12.079213,ASAP-seq,Monocytes
-42.307926,-25.537931,ASAP-seq,Naive CD4+ T
-57.925472,-2.0083025,ASAP-seq,Naive CD4+ T
-43.004665,-8.423728,ASAP-seq,Naive CD4+ T
-24.930576,-16.54466,ASAP-seq,Naive CD4+ T
58.547256,-0.26979584,ASAP-seq,NK
67.422264,-4.178525,ASAP-seq,NK
-40.278225,-3.3210986,ASAP-seq,Naive CD4+ T
-42.98081,-0.9323537,ASAP-seq,Naive CD4+ T
-26.209328,-14.798518,ASAP-seq,Naive CD4+ T
-9.232278,-60.841198,ASAP-seq,Naive CD8+ T
63.94729,7.209855,ASAP-seq,NK
-40.289967,-5.4606752,ASAP-seq,Naive CD4+ T
-3.6055598,-45.157692,ASAP-seq,Naive CD8+ T
67.42776,-3.514099,ASAP-seq,NK
-54.001762,-4.398631,ASAP-seq,Naive CD4+ T
28.29288,-36.96579,ASAP-seq,B
-6.7715793,52.692356,ASAP-seq,Effector CD4+ T
-33.553814,-27.954332,ASAP-seq,Naive CD4+ T
-10.562882,61.6491,ASAP-seq,Effector CD4+ T
-59.64755,-5.6863008,ASAP-seq,Naive CD4+ T
-18.590168,48.92824,ASAP-seq,Effector CD4+ T
60.501125,-3.2157233,ASAP-seq,NK
54.386967,37.01926,ASAP-seq,Effector CD8+ T
4.9658437,-13.12203,ASAP-seq,Monocytes
5.7769895,54.850643,ASAP-seq,Effector CD4+ T
-4.9131737,47.175022,ASAP-seq,Effector CD4+ T
-14.435647,-68.39517,ASAP-seq,Naive CD8+ T
-2.7141137,55.81491,ASAP-seq,Effector CD4+ T
-42.356808,-3.240518,ASAP-seq,Naive CD4+ T
-25.412348,-19.329948,ASAP-seq,Naive CD4+ T
-0.56083256,40.465843,ASAP-seq,Effector CD4+ T
30.36098,27.344385,ASAP-seq,Effector CD8+ T
49.36316,-5.6804543,ASAP-seq,NK
11.067825,2.820589,ASAP-seq,Monocytes
0.72901,41.907913,ASAP-seq,Effector CD4+ T
12.651148,-3.7985787,ASAP-seq,Monocytes
-7.1479764,37.044643,ASAP-seq,Effector CD4+ T
64.68317,-6.4248924,ASAP-seq,NK
-0.5151922,-45.596283,ASAP-seq,Naive CD8+ T
-40.359657,3.6661296,ASAP-seq,Naive CD4+ T
63.249805,-17.950338,ASAP-seq,NK
-31.800827,-16.493523,ASAP-seq,Naive CD4+ T
-51.22749,18.468758,ASAP-seq,Naive CD4+ T
54.982456,-14.981269,ASAP-seq,NK
